,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
935,1,1,1,1,1,1,“지금의 현차는 정말 아니다”,현직원 · i******* · 연구개발(R&D) - 2021.07.15,"포기하는 법을 배우게 된다
그동안 내가 배웠고 알고있던 것에 대한 옳고그름의 기준이 바뀐다
논리는 중요하지 않다는 현실을 자각한다","대기업이라고 하기에 부끄럽다
그동안 쌓아왔던 내 수준마저 유지하기 힘들다
미래는 커녕 현재생활에도 포기해야하는 것들이 타회사 대비 너무 많다"
936,1,1,1,2,1,1,“국내에 경쟁회사가 없어 도태되기 십상”,현직원 · O***** · 연구개발(R&D) - 2021.07.13,"똑똑하고 좋은 동료들
굉장히 다양한 출신들이 모여있어서 집단지성으로 문제해결력을 키우기 좋음","그 외에 전부 다 단점
직군 간 갈등 직급 간 갈등 팀사업부간 갈등이 매우 심함"
937,1,1,1,1,1,1,“1점도 아깝다 0점 없냐”,현직원 · q******* · 연구개발(R&D) - 2021.07.04,"없음
없는데 무슨 30자 입니까
제발 연구직 처우 개선좀 해주세요","신입 교육 개0나줘라 1도없음
바라는건 좀나 많음
인재존중안하는 회사는 오래못감 이상무"
938,1,1,1,1,1,1,“속아서오는회사”,현직원 · D***** · 연구개발(R&D) - 2021.07.02,"인지도높음
취업하기전 현뽕이 오를수 있는 회사
한때 잘나갔던 회사","위치 대중교통 열악 회사근처 왕복 2차선으로 매일 막힐수밖에없음안막히면 왕복 1시간 평균 왕복 35시간
급여 점점 줄어드는 연봉 성과급 바닥으로 치닫고있음
인터넷나와있는연봉 사기 신입 오천 대리 육천모든 영끌 보통 회사 계약연봉말하는데 현차는 계약연봉 얼만지 모름 대부분 대략 3800
노조 회사나 노조나 거지같음 그냥"
939,1,1,1,1,1,1,“하나 뿐인 워라밸도 사실 부바부”,현직원 · 1**** · 고객서비스 전문가 - 2021.07.01,특정 팀 워라밸은 좋음 저렇게 되진 말아야지 배움을 얻을 꼰대들이 많음,꼰대 많음 동기부여 제로 대기업이 체계가 이렇게 없나 느끼게됨 임직원을 개 호구로 봄
940,1,1,1,1,1,1,“사실상 식물회사”,현직원 · 세******** · 하드웨어 엔지니어 - 2021.07.01,휴일이 좀 있다 남들 일할 때 놀면서 자랑정도는 할 수 있음,그 외 모든 것 회사가 식물이나 다름없다 직원들은 의욕이 없고 경영진은 자기 배불리기에 바쁨
941,1,1,1,1,1,1,“장점이라고는 하나도 없는 회사”,현직원 · J***** · 연구개발(R&D) - 2021.06.30,"자사 차 할인차가 후져서 사면 안됨
나름 좋아진 워라밸근무지가 오지라서 도어투도어로 따지면 워라밸 최하임",돈 경력 보상 문화 조직력 업무프로세스 복지 경영진 모든것이 최하위 회사 노조까지 붙어서 대졸 직원이 다니기에 모든 최악조건을 다 가지고 있음
942,1,1,1,1,1,1,“별점 테러라고 생각하지마세요 현실입니다.”,현직원 · q***** · 연구개발(R&D) - 2021.06.30,"기숙사에서 살수 있다
급식이 있다
사내에 커피빈이 있다
넓어서 짱박히기 좋다","돈을 조금준다
직원들을 사랑하지 않는다

전문성을 쌓을 수 없다
입사때가 내가 가장 똑똑했던 시절"
943,1,1,1,1,1,1,“박봉에 만족하며 공무원처럼 일하려면 평타. 그러나 출퇴근에 시간 다 뺐김”,현직원 · 여* · 연구개발(R&D) - 2021.06.30,경쟁이 없다 그냥 하루하루 월급받으며 지내기에 나쁘지않음,"팀장을 비롯한 임원들은 자기 자리밖에 관심이 없다
원가절담에 혈안이 되어 아낀돈으로 비행기 로보틱스 한다며 수천억 뿌리는 회사"
944,1,1,3,1,1,1,“한국 NO.1 회사”,현직원 · N***** · IT 엔지니어 - 2021.06.25,"직원 복지가 최고
차량 할인 받을 수 있음
참고로 나는 뚜벅이임","출퇴근이 힘듭니다
허리 디스크 목디스크 각오하세요
제 기준 출퇴근시간 총 3시간일"
945,1,1,3,1,1,1,“적당한 타이틀과 워라밸. 킹치만..”,현직원 · l******** · 경영전략·사업기획·분석전문가 - 2021.06.24,대기업이란 타이틀 누구나 아는 회사 적당한 워라밸,책임도 권한도 없는 업무체계 기술직 노조 경영진 비전 투명성 기타 등등
946,1,1,1,1,1,1,“워라벨만 남아있는 회사”,현직원 · j******** · 연구개발(R&D) - 2021.06.24,"완벽한 워라벨을 꿈꿀 수 있는 회사
자율주행 uam 전기차 수소전기 등등 신 사업에 대한 연구를 활발히 하고자 하기 때문에 그쪽 부문이면 개인성취도 따라옴","를 뺀 나머지는 모두 최악
돈도 안줘
밥으로 원가절감
노조도 회사도 그 누구도 직원편이 아님
살길은 스스로 찾을 수 있다면
추천함"
947,1,1,2,1,1,1,"“(남양)커리어 죽고, 기술직 연봉의 반밖에 못 받는 회사”",현직원 · 반***** · 연구개발(R&D) - 2021.06.24,"자동차를 많이 타 볼 수 있음
자동차를 많이 볼 수 있음","45000명의 50대 기술직의 복지연봉이
10000명의 일반직의 복지 연봉보다 중요한 회사
커리어의 무덤
몸 상함"
948,1,1,1,1,1,1,“직원을 소모품 취급함”,현직원 · 조***** · 연구개발(R&D) - 2021.06.24,워라밸본인이 열정이 없으면 대충해도 대충대충 다닐수있음,"워라밸을 제외한 모든것
낮은연봉
직원 소모품 취급
중소기업수준 복지"
949,1,1,2,1,2,1,“워라벨 보장”,현직원 · i******** · 연구개발(R&D) - 2021.06.24,"워라벨 보장
재택근무
기숙사제공
더이상 생각나지 않습니다","남양근무
박살난 연봉
성과급 박살
강성노조
인사노무 갈라치기"
950,1,1,1,1,1,1,“인사 노무와 노조로 인해 비전없는 회사”,현직원 · I********* · 연구개발(R&D) - 2021.06.23,"부서별 차이가 있으나 널널한 편
체계적이지 않은 제도로 인해 쉽게 놀수 있음
노조활동만 하면 정년보장에 놀수 있음","직원을 가볍게 봄
인사 노무 외에는 비전이 없음
관리자들이 노조 눈치만 봄
연구소도 현장출신 대의원들 위주로 돌아감"
951,1,1,1,1,1,1,“애매함”,현직원 · h***** · IT 디자이너 - 2021.06.22,"시간이 많다
버스안에서 시간이 많아서 독서 할 수 있다","산업급여성장가능성이 애매모호함

급여가매우 낮음"
952,1,1,1,1,1,1,“low pay low work”,현직원 · i********* · 연구개발(R&D) - 2021.06.22,"커피를 자주 마신다 커피빈 마스터
수금 빠른퇴근 가능하다
주말 잔업 없다
휴가 사용 눈치 x","커리어 단절
개인주의 심함
동기 연수가 없어져서 같은 기수여도 거의 모름
매년 줄고있는 연봉성과급으로 인한 애사심 박살
연구원급 분위기 장난아님
기술직 노조의 정년연장 떼쓰는 것 때문에 젊은 청년층 피봄
돈 많이받는 책임들이 오히려 일 안하고 연구원한테 미룸 배우려하지 않음"
953,1,1,1,1,1,1,“LOW PAY LOW WORK 경험 가능”,현직원 · 짤**** · 연구개발(R&D) - 2021.06.21,사람들이 다같이 일을 안해서 놀아도 민망하지 않은 장점이 있음,답답해서 일 손대는 순간 호구로 낙인찍혀 미루던 일 다 떠맡고 순식간에 번아웃당하고 혼자 일했지만 하던일 안하는 뺀질이로 정치질 당해 고과 바닥으로 깔림
954,1,1,1,1,1,1,“커리어 종결자 인생의 종착역”,현직원 · 짤**** · IT 엔지니어 - 2021.06.21,인생 무상 모든것을 내려놓고 살아간다면 아무도 간섭안하는 회사,"개인의 꿈과 성취감 소속감같은건 모두 포기
그냥 놀면서 용돈받는다고 생각해야 함"
955,1,1,1,1,1,1,“임원과 기술직을 위한 회사”,현직원 · i****** · 연구개발(R&D) - 2021.06.20,"월급이 주기적으로 나옴
대출을 받을 수 있음
차 할인을 조금 받을 수 있음","출퇴근이 오래걸림사내에서 똥냄새남
외부에 알려진 연봉과의 괴리감이 심함
연차가 지날수록 줄어드는 연봉
기술직의 노예인 삶을 살아야 함
고등학교 급식 정도인 밥
신입이 들어와도 이직 준비함"
956,1,1,1,1,1,1,“그냥 최악”,현직원 · l********* · 연구개발(R&D) - 2021.06.20,"장점칸 아까워서 단점 적겠음
밥 맛없음 커리어 지옥 복지 최악
물론 워라밸은 좋다고 하나 남양만 해당
본인 마북 근무 중이라 워라밸 최악노조 보호x","썩은 기업문화 복지 최소화 연봉 최소화의 끝판대장
팀장급 이상은 신입사원에게 교육 한번 안시키고 돈 적게주면서 아랫사람 갈아넣을까 매우매우매우 고민함"
957,1,1,2,1,1,1,"“사무연구직에는 커리어의 무덤, 모든 것은 나이든 사람 위주로”",현직원 · i****** · 연구개발(R&D) - 2021.06.19,"부바부긴 하지만 워라밸 챙길 수 있는 부서가 꽤 있음
차할인고객불만 품질문제 사유 등으로 반품된 차들을 좀 더 싸게 살수 있음","기업문화남중 남고 공대 군대 현대인 분들은 안타깝네요 딱 그문화
공채를 홀대하고 외국인을 대접하는 문화 요즘은 잘해봐야 책임매니저 파트장 정도라는 생각에 암울해짐
경력의 무덤 현대차에서 한 일을 다른 곳에서 써먹기 어려움몇몇 부서 제외 대부분 취합하고 업체 관리하는 일들 위주라 연구직이라고 해도 본인만의 커리어가 쌓인 사람은 많지 않음
2040대에 아쉬운 복지제도 나이든사람이 본인들 다 쓴 복지는 없애고부모 대소기 휴가 등 구시대적인 복지는 바꿀 생각이 없음친가 외가 차별 휴가 제공 등
예전에는 이런 것을 다 차치하고 돈만 보고 다니기도 했는데 이제 돈을 줄 생각이 없어보임 구시대적인 180수준의 기본급은 한숨만 나옴
위의 이유로 회사 사기가 바닥이고 패배주의가 만연함 번아웃 증후군처럼 일을 하기 싫어짐
경력직들도 지금은 돈 더 얹어서 데려오겠으나 연차 쌓이면 소수의 외국출신 제외하고는 공채화 될것으로 예상되므로 생각을 잘 해볼 것
장점으로 워라밸이 좋다 하였으나 남양이면 칼퇴해도 출퇴근길 길바닥에 3시간 이상 버려야 함 실질적으로 12시간 이상 근무라 보면 됨장기간 버스탑승으로 인한 허리 조심"
958,1,1,1,1,1,1,“마음속에 화를 불러 일으키는 회사”,현직원 · l********* · 연구개발(R&D) - 2021.06.18,"월급은 중소기업인데 주변에서 대기업인줄 암
경영층이 얼마나 중요한지 알려주는 회사",출퇴근 최악 취준생 대상으로 연봉 사기 대기업이지만 중소기업수준의 연봉과 복지 직원을 개 돼지로 아는 경영층
959,1,1,1,1,1,1,“크기는 대기업인데 내부는 대기업이 아닌 회사”,현직원 · l********* · 연구개발(R&D) - 2021.06.18,"일을 열심히 안해도 됨
짤릴 걱정이 적음
공무원 같은 분위기","연봉이 적음
만연한 패배주의
남아있는 과거의 회사문화
그 노조
개선의 여지가 안보임"
960,1,1,2,1,1,1,“더이상 대기업 아님”,현직원 · l********* · 생산엔지니어·생산관리 - 2021.06.18,"직원관리가 너무 안되서 업무 대충해도 아무도 모름
막말로 어디가서 몇시간 놀다와도 아무도 모름","커리어 향상 일체 안됨
열심히 할 의욕을 꺽는 분위기"
961,1,1,2,1,1,1,“버스정류장같은 회사”,현직원 · u***** · 연구개발(R&D) - 2021.06.18,"업무강도가 줄어들고 있음

이건 나름대로 메리트아닌 메리트 물론 부바부팀바팀","연봉은 주구장창 하락세
직원에 대한 배려나 복지가 없음
직원을 버린듯한 기분이 든다
출퇴근으로 길에서 하루 3시간을 날릴수 있다"
962,1,1,3,1,1,1,“별점이 1 아니면 5가 많은 회사”,현직원 · w******** · 연구개발(R&D) - 2021.06.17,"입사할때 한정 꽤 들어오기 힘든 회사였음
큰 노력 없이 기술직군이 다니기 좋은 환경","연구직 경험 기준
복지 급여 조직문화 근무지 위치 전체적으로 전부열악함

밥 맛없고 급여도 개선될 여지가 없음
주변에서는 잘 버는줄 알고 있을 가능성이 큼

회사가 너무 외지라 출퇴근 버스 적응하면
왠만한 고속버스 34시간은 적응이 쉬워짐
정말 친한 후배가 있다면 극구 말리고 싶은 회사"
963,1,1,4,1,1,1,“돈안주는 워라벨보장회사”,현직원 · i******** · 마케팅·홍보 전문가 - 2021.06.16,"일이 상대적 널널하고
워라벨은 보장되어 있음
물론 팀바팀","정규직대우가 매우안좋고
연봉이 낮으며
일한만큼 보상을 해주지않음"
964,1,1,5,1,1,1,“김치를 맘껏 먹을 수 있는 회사”,현직원 · f***** · 생산엔지니어·생산관리 - 2021.06.16,점심 및 저녁 식사에 김치를 마음껏 먹을 수 있어요 ,역피라미드 구조 인원때문에 미래세대들은 희생을 강요받고 있는 상황 신세대들은 모랄을 잃었고 구세대들은 경쟁력이 없어 미래가 암울한 상황
965,1,1,1,1,1,1,“침몰하는 타이타닉”,현직원 · I********* · 품질관리·보증 전문가 - 2021.06.15,아무생각없이 볼트조립하는 직군이면 좋다 두발세발뛰면서 업무난이도 매우 낮음,제조업기반의 회사이나 연구직에 대한 처우는 바닥을 치고 있음 과거화려했던 타이타닉호는 온데간데 없고 침몰하는 와중에 탈출하려는 사람들로 가득하다
966,1,1,1,1,1,1,“진지하게 고민해보세요”,현직원 · 1********* · 연구개발(R&D) - 2021.06.11,"생각보다 수평적인 부분도 있고
근태는 알아서 잘 채우면 됨

가끔 전세계 자동차들이나 출시도 안된 차들도
구경할 수 있음","급여 업무지원 교육 직원 성장 모두 최하위

1 급여  왠만한 중견만도 못한 급여
2 업무지원  1모니터 1pc 지급에 다 78년전 물건
3 교육  방임주의라 신입이던 경력이던 인수인계
제대로 못받고 바로 실무 투입 고과 깔아드림
4 미래  최악인게 겉만 번지르르 할 뿐 모든 업무는 용역 관리를 통해 차량 양산 문제 발생 시 협력사 조지기로는 전동화 자율주행에 앞서 it에 찌발릴 듯
5 커리어도 급여도 이직도 어려워지니 네임밸류만 보고 쉽게 결정하지 마세요
6 이 회사는 토사구팽 문화가 강하며 회사와 직원은 철저한 계약 그 이상 이하도 아님
7 금속노조는 사대리의 급여를 팔아서 자신들 정년 64세로 연장에 혈안이 되어 있음
8 2 30대는 저임금에 갖은 똥치우는 일 제대로 함"
